gene,log2FC,U_stat,pvalue,qvalue,neg_log10_q,significant,direction
ZNF404,-0.07028665936522316,10912.0,0.23063392357168,0.37556571138761574,0.42531406506117064,False,ns
GNA12,0.04687159987895484,12848.0,0.2306338046512434,0.37556571138761574,0.42531406506117064,False,ns
SNW1,-0.006850322553736632,10912.0,0.23063384429139422,0.37556571138761574,0.42531406506117064,False,ns
DNMT3B,-0.08532180833728908,10912.0,0.23063396321181517,0.37556571138761574,0.42531406506117064,False,ns
ALDH9A1,0.04173016966456444,12848.0,0.23063376501108745,0.37556571138761574,0.42531406506117064,False,ns
SF3B1,-0.03835553736478836,10912.0,0.23063392357168,0.37556571138761574,0.42531406506117064,False,ns
SAP18,-0.043686253622119864,10912.0,0.23063388393153994,0.37556571138761574,0.42531406506117064,False,ns
HTR3E,-0.09563378899659902,10913.0,0.23111620749584816,0.37614931186826006,0.42463972834722835,False,ns
GULP1,-0.061667994266580095,10913.0,0.23111624715383805,0.37614931186826006,0.42463972834722835,False,ns
C10orf2,0.12143020250633807,12847.0,0.23111616783785294,0.37614931186826006,0.42463972834722835,False,ns
AQR,-0.02169700462643398,10913.0,0.2311161281798525,0.37614931186826006,0.42463972834722835,False,ns
GSG1,0.12029640681371134,12847.0,0.23111616783785294,0.37614931186826006,0.42463972834722835,False,ns
RACGAP1,-0.053109218950995185,10914.0,0.23159924718276903,0.3767334518039471,0.423965815186046,False,ns
DDC,-0.1691031230456197,10914.0,0.23159916783126488,0.3767334518039471,0.423965815186046,False,ns
CCDC92,-0.015562619980167725,10914.0,0.23159904880396864,0.3767334518039471,0.423965815186046,False,ns
CEACAM21,0.09900779013631311,12846.0,0.23159924718276903,0.3767334518039471,0.423965815186046,False,ns
POR,0.03125297854535347,12846.0,0.23159904880396864,0.3767334518039471,0.423965815186046,False,ns
BACE1,0.037736120646872706,12845.0,0.23208288423245216,0.37727772411016675,0.42333883641477915,False,ns
ZMAT5,0.01091811157090028,12845.0,0.23208292392587082,0.37727772411016675,0.42333883641477915,False,ns
C9orf9,-0.06746178156493432,10915.0,0.23208292392587082,0.37727772411016675,0.42333883641477915,False,ns
FKBP1A,0.09053343248694645,12845.0,0.23208296361928438,0.37727772411016675,0.42333883641477915,False,ns
ERP29,0.03904288204384798,12845.0,0.23208284453902805,0.37727772411016675,0.42333883641477915,False,ns
ARL6IP5,0.0362321249637958,12845.0,0.23208280484559862,0.37727772411016675,0.42333883641477915,False,ns
DAO,-0.17335166292860205,10916.0,0.2325673570713529,0.37786290090504543,0.42266574561445475,False,ns
PDE2A,0.08230796182234634,12844.0,0.23256739678233462,0.37786290090504543,0.42266574561445475,False,ns
GCDH,0.022881172748890677,12844.0,0.23256739678233462,0.37786290090504543,0.42266574561445475,False,ns
LINC00301,-0.10579848665814762,10916.0,0.23256739678233462,0.37786290090504543,0.42266574561445475,False,ns
ATP6V1G1,-0.009306485518234098,10916.0,0.2325673570713529,0.37786290090504543,0.42266574561445475,False,ns
PRRC2C,0.06263183831353203,12843.0,0.233052427803763,0.37824630207368304,0.4222253091655672,False,ns
OR2F1,-0.0945126646735015,10917.0,0.2330525469891408,0.37824630207368304,0.4222253091655672,False,ns
DDX59,-0.04304380559012344,10917.0,0.23305250726068694,0.37824630207368304,0.4222253091655672,False,ns
FAM83C,0.06300879320328567,10917.0,0.23305226888985153,0.37824630207368304,0.4222253091655672,False,ns
DHRS4,0.00552472609434318,12843.0,0.23305238807529327,0.37824630207368304,0.4222253091655672,False,ns
NUP98,-0.028483316610573794,10917.0,0.23305246753222775,0.37824630207368304,0.4222253091655672,False,ns
ABHD11,-0.07167250244083334,10917.0,0.2330525469891408,0.37824630207368304,0.4222253091655672,False,ns
MYBL1,-0.03614939675872186,10917.0,0.23305250726068694,0.37824630207368304,0.4222253091655672,False,ns
KIF21A,-0.03375171410070443,10917.0,0.2330525469891408,0.37824630207368304,0.4222253091655672,False,ns
LINC00304,-0.06058675144914538,10917.0,0.23305246753222775,0.37824630207368304,0.4222253091655672,False,ns
GGA2,-0.0411325299023364,10918.0,0.23353825557183883,0.3788728366942176,0.42150653037211727,False,ns
PEPD,0.018360579995002624,12842.0,0.233538295317685,0.3788728366942176,0.42150653037211727,False,ns
ZNF414,-0.05716742263794572,10918.0,0.23353841455519064,0.3788728366942176,0.42150653037211727,False,ns
CHIC1,0.005958638940247063,10918.0,0.2335383350635255,0.3788728366942176,0.42150653037211727,False,ns
C15orf40,0.018769936804641674,12841.0,0.23402492026800947,0.3794998707048802,0.42078836773204925,False,ns
C10orf32,-0.015110668398859772,10919.0,0.23402488050488945,0.3794998707048802,0.42078836773204925,False,ns
CHTF8,-0.047227491324600024,10919.0,0.23402492026800947,0.3794998707048802,0.42078836773204925,False,ns
FIP1L1,-0.010479162736615422,10919.0,0.23402484074176377,0.3794998707048802,0.42078836773204925,False,ns
LPL,-0.07701309595435823,10920.0,0.23451226323798624,0.38004662750266516,0.420163117002052,False,ns
NUDT21,0.09856025011275094,12840.0,0.23451226323798624,0.38004662750266516,0.420163117002052,False,ns
PAPOLA,-0.042420698776993504,10920.0,0.2345121438970772,0.38004662750266516,0.420163117002052,False,ns
XBP1,0.07243664714545872,12840.0,0.2345123030182783,0.38004662750266516,0.420163117002052,False,ns
C3orf25,-0.10792025006376882,10920.0,0.23451226323798624,0.38004662750266516,0.420163117002052,False,ns
RAB18,0.11905590228852603,12840.0,0.23451226323798624,0.38004662750266516,0.420163117002052,False,ns
ARHGEF7,-0.07165975520883627,10921.0,0.23500032453758768,0.3805531178238299,0.4195847155879459,False,ns
TNFRSF9,0.14761188262690972,12839.0,0.2350002847402095,0.3805531178238299,0.4195847155879459,False,ns
SLC6A20,0.16919465587156557,12839.0,0.23500032453758768,0.3805531178238299,0.4195847155879459,False,ns
PAH,0.02642218686500053,10921.0,0.23500008575323794,0.3805531178238299,0.4195847155879459,False,ns
EDEM3,0.05049454766258599,10921.0,0.2350002847402095,0.3805531178238299,0.4195847155879459,False,ns
REXO2,-0.015907717507978703,10921.0,0.23500008575323794,0.3805531178238299,0.4195847155879459,False,ns
CDK5RAP1,-0.025439888866822358,10921.0,0.2350001255506431,0.3805531178238299,0.4195847155879459,False,ns
LPAR4,-0.07899276568495162,10922.0,0.23548882577439179,0.3812629031183625,0.41877544952508194,False,ns
EIF1,0.023724942082264278,12838.0,0.23548886558878568,0.3812629031183625,0.41877544952508194,False,ns
COX6B2,0.011078255473998766,12837.0,0.23597848386303988,0.38172996479960036,0.418243747736676,False,ns
CXCL5,0.11018762691635864,12837.0,0.2359785236942984,0.38172996479960036,0.418243747736676,False,ns
UGCG,0.11072767975197628,12837.0,0.23597848386303988,0.38172996479960036,0.418243747736676,False,ns
IFNG,0.18070406497419267,12837.0,0.2359785236942984,0.38172996479960036,0.418243747736676,False,ns
PRDM10,0.04235388012180863,12837.0,0.23597844403177592,0.38172996479960036,0.418243747736676,False,ns
CYP2F1,-0.27122835672959944,10923.0,0.2359785236942984,0.38172996479960036,0.418243747736676,False,ns
BCAS1,-0.22115058857313752,10923.0,0.2359785236942984,0.38172996479960036,0.418243747736676,False,ns
SLCO4A1,-0.20790460681091183,10923.0,0.2359785236942984,0.38172996479960036,0.418243747736676,False,ns
PDGFRL,0.12927377227129888,12836.0,0.23646866209540884,0.38231919219317756,0.41757390011233064,False,ns
C9orf64,-0.053282218987028784,10924.0,0.23646866209540884,0.38231919219317756,0.41757390011233064,False,ns
IFI44L,-0.1092689214904059,10924.0,0.23646866209540884,0.38231919219317756,0.41757390011233064,False,ns
CNRIP1,0.046581098631795825,12836.0,0.23646870194346137,0.38231919219317756,0.41757390011233064,False,ns
SLC4A4,-0.04228370670582571,10924.0,0.23646870194346137,0.38231919219317756,0.41757390011233064,False,ns
PGK2,0.026847105323795084,10925.0,0.23695928079326256,0.3829904299906534,0.4168120778699603,False,ns
ZCCHC3,-0.032884904254638414,10925.0,0.23695948011714119,0.3829904299906534,0.4168120778699603,False,ns
C16orf70,0.01885624864530122,12835.0,0.23695955984665462,0.3829904299906534,0.4168120778699603,False,ns
DPY19L2,-0.029095394167673927,10926.0,0.2374512172995994,0.3836625309854091,0.41605061253182435,False,ns
UCKL1,-0.05286744985381553,10926.0,0.23745109765554295,0.3836625309854091,0.41605061253182435,False,ns
MAS1L,-0.13184586930200304,10926.0,0.23745109765554295,0.3836625309854091,0.41605061253182435,False,ns
CYP27B1,0.17058897430853825,12833.0,0.23794351510990797,0.3841717895147539,0.41547452939596696,False,ns
PDS5A,0.07971736124693685,12833.0,0.23794335551846668,0.3841717895147539,0.41547452939596696,False,ns
MIER3,-0.06754184329452784,10927.0,0.23794355500775466,0.3841717895147539,0.41547452939596696,False,ns
CBX3,0.11603930404442231,12833.0,0.23794343531419848,0.3841717895147539,0.41547452939596696,False,ns
RFC4,0.051022008470285485,12833.0,0.23794343531419848,0.3841717895147539,0.41547452939596696,False,ns
HEATR5A,0.09628770956203425,12833.0,0.23794355500775466,0.3841717895147539,0.41547452939596696,False,ns
PLA2G5,-0.055324187448411166,10927.0,0.23794351510990797,0.3841717895147539,0.41547452939596696,False,ns
OSBPL3,0.0886014035102658,12832.0,0.23843649339103967,0.38468145258487546,0.41489875269559134,False,ns
MARK2,-0.0250260805062954,10928.0,0.23843657321955236,0.38468145258487546,0.41489875269559134,False,ns
OBSL1,-0.0477939971210084,10928.0,0.23843649339103967,0.38468145258487546,0.41489875269559134,False,ns
TFB2M,0.08204741469629262,12832.0,0.23843657321955236,0.38468145258487546,0.41489875269559134,False,ns
AKR7A2P1,0.0038605193539940075,12832.0,0.2384366131338006,0.38468145258487546,0.41489875269559134,False,ns
DNAJC25,0.07708837511825717,12832.0,0.2384365333052988,0.38468145258487546,0.41489875269559134,False,ns
CXorf1,0.019975449245507093,10928.0,0.23843649339103967,0.38468145258487546,0.41489875269559134,False,ns
HEYL,-0.09203363688943611,10929.0,0.23893039197389154,0.385232432306285,0.4142771572205805,False,ns
MTM1,-0.004730476184418464,10929.0,0.23893023225165455,0.385232432306285,0.4142771572205805,False,ns
SMN1,-0.05280002063073752,10929.0,0.23893031211278382,0.385232432306285,0.4142771572205805,False,ns
LPAL2,0.024331684229209394,12831.0,0.23893015239050341,0.385232432306285,0.4142771572205805,False,ns
LRRC3,-0.08517859269238404,10929.0,0.23893039197389154,0.385232432306285,0.4142771572205805,False,ns
PARG,0.07424871094676888,12831.0,0.23893027218222207,0.385232432306285,0.4142771572205805,False,ns
KRTAP10-10,0.046724348768591994,12830.0,0.23942489182239945,0.385865788073471,0.4135637254699749,False,ns
SAMM50,0.029082046547543428,12830.0,0.23942481192888443,0.385865788073471,0.4135637254699749,False,ns
LILRA5,0.10714058961686224,12830.0,0.23942485187564477,0.385865788073471,0.4135637254699749,False,ns
C4orf33,-0.02913672107626475,10930.0,0.2394247320353471,0.385865788073471,0.4135637254699749,False,ns
MUC6,0.05030513911480661,12829.0,0.23992011297191274,0.3865407891014259,0.4128046710936719,False,ns
ILF2,-0.010667863166725411,10931.0,0.2399199930833168,0.3865407891014259,0.4128046710936719,False,ns
KIAA0100,-0.020476475946503925,10931.0,0.2399199131575589,0.3865407891014259,0.4128046710936719,False,ns
ATR,0.11939479510625972,12828.0,0.24041597575549234,0.3870933098988975,0.41218433449117037,False,ns
IFT74,-0.06556640724686069,10932.0,0.24041605571322833,0.3870933098988975,0.41218433449117037,False,ns
C12orf56,0.08535689901048515,12828.0,0.240416015734363,0.3870933098988975,0.41218433449117037,False,ns
HAPLN4,-0.07007302156033735,10932.0,0.24041605571322833,0.3870933098988975,0.41218433449117037,False,ns
SYNGAP1,-0.08522195152630951,10932.0,0.24041597575549234,0.3870933098988975,0.41218433449117037,False,ns
MRPL33,0.012281091337507988,12828.0,0.24041597575549234,0.3870933098988975,0.41218433449117037,False,ns
ACYP1,-0.06508429493132795,10933.0,0.24091264034580295,0.3877284875626199,0.4114722889160964,False,ns
LELP1,0.004183177818731121,10933.0,0.2409126003510207,0.3877284875626199,0.4114722889160964,False,ns
TUBG1,0.014731303992721934,12827.0,0.24091272033535116,0.3877284875626199,0.4114722889160964,False,ns
CCDC79,-0.04290998094405318,12827.0,0.24091256035623276,0.3877284875626199,0.4114722889160964,False,ns
CCDC110,-0.15733702484761958,10934.0,0.24141010712548827,0.3882819904815546,0.4108527526830765,False,ns
DHX36,0.03791611054902155,10934.0,0.24140994708314478,0.3882819904815546,0.4108527526830765,False,ns
ZNF625,-0.04866112152347313,10934.0,0.24141010712548827,0.3882819904815546,0.4108527526830765,False,ns
NSUN5,-0.03601637729405027,10934.0,0.24141010712548827,0.3882819904815546,0.4108527526830765,False,ns
SLC14A1,-0.2249339245470514,10934.0,0.24141006711491086,0.3882819904815546,0.4108527526830765,False,ns
DDX49,0.017260087848033123,12826.0,0.24140990707254506,0.3882819904815546,0.4108527526830765,False,ns
SARM1,-0.0437725381634273,10935.0,0.24190813631647257,0.38883595134287524,0.41023358750089833,False,ns
PLRG1,-0.011310458026306591,10935.0,0.2419080162375712,0.38883595134287524,0.41023358750089833,False,ns
ATF7IP2,0.07118645148247715,12825.0,0.24190817634276185,0.38883595134287524,0.41023358750089833,False,ns
ABCG1,-0.07587209937258166,10935.0,0.2419082163690457,0.38883595134287524,0.41023358750089833,False,ns
CHMP2B,0.06439145260566725,12825.0,0.24190805626387712,0.38883595134287524,0.41023358750089833,False,ns
RPS11,0.017135946557928605,12825.0,0.24190813631647257,0.38883595134287524,0.41023358750089833,False,ns
COMT,-0.04370074146074643,10936.0,0.2424068881820315,0.38947279783523525,0.40952286960271506,False,ns
ZNF671,0.0393377123323031,12824.0,0.24240704834962468,0.38947279783523525,0.40952286960271506,False,ns
PRSS58,0.006836868767456705,12824.0,0.24240684814011948,0.38947279783523525,0.40952286960271506,False,ns
NMUR1,-0.16236110100947698,10936.0,0.24240696826583918,0.38947279783523525,0.40952286960271506,False,ns
FAM78A,0.045918601687361615,12823.0,0.24290660334901648,0.3899452452239922,0.4089963708364026,False,ns
PTPN9,-0.025798311865393053,10937.0,0.24290652323421957,0.3899452452239922,0.4089963708364026,False,ns
MRAP2,-0.1576007324068618,10937.0,0.24290660334901648,0.3899452452239922,0.4089963708364026,False,ns
ATG13,-0.042152218847466116,10937.0,0.24290656329162086,0.3899452452239922,0.4089963708364026,False,ns
VDAC1,-0.005928229043951738,12823.0,0.24290648317681285,0.3899452452239922,0.4089963708364026,False,ns
ARHGEF1,-0.04601690931217206,10937.0,0.24290656329162086,0.3899452452239922,0.4089963708364026,False,ns
PSME2,-0.02933937597245162,10937.0,0.24290656329162086,0.3899452452239922,0.4089963708364026,False,ns
RNASEH2A,0.023669338730750056,12823.0,0.24290656329162086,0.3899452452239922,0.4089963708364026,False,ns
PTCHD2,-0.03704335701470862,10938.0,0.24340668128314114,0.390376805431009,0.4085159942137808,False,ns
PLA2G10,-0.16240712012047176,10938.0,0.24340680150159333,0.390376805431009,0.4085159942137808,False,ns
CRKL,-0.04093060409499927,10938.0,0.24340676142878148,0.390376805431009,0.4085159942137808,False,ns
PTH2R,0.04758194913712055,12822.0,0.24340680150159333,0.390376805431009,0.4085159942137808,False,ns
TNNT2,-0.10105538706055217,10938.0,0.24340688164720026,0.390376805431009,0.4085159942137808,False,ns
MYH13,-0.09360362743230777,10938.0,0.24340688164720026,0.390376805431009,0.4085159942137808,False,ns
SIRT7,0.007557137092856436,12822.0,0.2434068415743994,0.390376805431009,0.4085159942137808,False,ns
TXLNB,0.10450553744695146,12822.0,0.2434068415743994,0.390376805431009,0.4085159942137808,False,ns
FAM172A,0.07505243063041078,12822.0,0.2434068415743994,0.390376805431009,0.4085159942137808,False,ns
SETDB2,0.105894848788747,12821.0,0.24390784343423277,0.39093243198518146,0.4078982987467398,False,ns
AGL,0.03737160801028416,10939.0,0.24390784343423277,0.39093243198518146,0.4078982987467398,False,ns
HOXD11,0.08046855190394453,10939.0,0.24390776325800634,0.39093243198518146,0.4078982987467398,False,ns
POP4,-0.0029436141645398095,12821.0,0.24390772316988463,0.39093243198518146,0.4078982987467398,False,ns
XPO5,-0.021211097333599938,10939.0,0.2439078033461224,0.39093243198518146,0.4078982987467398,False,ns
THUMPD2,0.090856607388762,12821.0,0.2439078033461224,0.39093243198518146,0.4078982987467398,False,ns
CRB1,0.15153858040112445,12820.0,0.24440960925077004,0.3913647540534483,0.40741828907492283,False,ns
ITPA,0.02243737801457435,12820.0,0.24440960925077004,0.3913647540534483,0.40741828907492283,False,ns
KCNJ10,0.17845557473779783,12820.0,0.24440960925077004,0.3913647540534483,0.40741828907492283,False,ns
CCNO,-0.20430618479881524,10940.0,0.24440956914746215,0.3913647540534483,0.40741828907492283,False,ns
VIL1,0.04607725815853181,12820.0,0.24440960925077004,0.3913647540534483,0.40741828907492283,False,ns
LOC441052,-0.00967848147285233,10940.0,0.24440940873417416,0.3913647540534483,0.40741828907492283,False,ns
UTP23,-0.026051641674811776,10940.0,0.24440948894082914,0.3913647540534483,0.40741828907492283,False,ns
CLGN,-0.08140625983622929,10940.0,0.24440956914746215,0.3913647540534483,0.40741828907492283,False,ns
CAMSAP3,-0.12592549189879243,10940.0,0.2444095290441486,0.3913647540534483,0.40741828907492283,False,ns
C20orf112,-0.06769245513195887,10941.0,0.24491185851490804,0.3920452448850015,0.4066638093316015,False,ns
HSD17B13,-0.1565564979626206,10941.0,0.24491205910701375,0.3920452448850015,0.4066638093316015,False,ns
PRIM2,0.0037173684666491624,12819.0,0.24491205910701375,0.3920452448850015,0.4066638093316015,False,ns
SEPP1,0.08914884422383018,12818.0,0.2454151530969303,0.3925195703784448,0.4061386851722749,False,ns
LSM4,0.017353606767738228,12818.0,0.2454151530969303,0.3925195703784448,0.4061386851722749,False,ns
RNF135,0.020133720678805034,12818.0,0.24541523336375626,0.3925195703784448,0.4061386851722749,False,ns
POF1B,-0.15031793532719906,10942.0,0.2454151932303461,0.3925195703784448,0.4061386851722749,False,ns
ZFAND1,0.1029381877452149,12818.0,0.24541523336375626,0.3925195703784448,0.4061386851722749,False,ns
PBK,0.14769273217136547,12818.0,0.24541523336375626,0.3925195703784448,0.4061386851722749,False,ns
OR4K1,0.006104336848189673,12818.0,0.24541487216286095,0.3925195703784448,0.4061386851722749,False,ns
ZNF84,0.01605087693969587,10942.0,0.2454151932303461,0.3925195703784448,0.4061386851722749,False,ns
MAN2C1,-0.03183936151793709,10943.0,0.24591901184690912,0.3932838811458154,0.4052938529110778,False,ns
UBE3A,0.010954337987012508,10944.0,0.24642355534473748,0.3940080702036761,0.4044948827200339,False,ns
IRX5,-0.1308997111896435,10944.0,0.24642375616032286,0.3940080702036761,0.4044948827200339,False,ns
PXMP2,0.017798331225328923,12815.0,0.24692910523634393,0.39464980179908404,0.4037881109698174,False,ns
GRIK1,-0.041107241423567586,12815.0,0.2469289847029258,0.39464980179908404,0.4037881109698174,False,ns
HAGHL,0.10057631932358646,12815.0,0.2469290650585435,0.39464980179908404,0.4037881109698174,False,ns
TIPARP,-0.11651318280343403,10945.0,0.2469290650585435,0.39464980179908404,0.4037881109698174,False,ns
NQO2,0.04557177139052726,12814.0,0.24743513959285823,0.39533369319225214,0.40303617036762884,False,ns
UBL5,0.013244081856361944,12814.0,0.2474350994004597,0.39533369319225214,0.40303617036762884,False,ns
ZNF862,-0.05048830993459852,10946.0,0.24743513959285823,0.39533369319225214,0.40303617036762884,False,ns
DNAJC18,-0.05259281784405978,10947.0,0.24794189965675928,0.39572697481554436,0.402604344946876,False,ns
KNDC1,-0.10478574557780851,10947.0,0.2479419800705298,0.39572697481554436,0.402604344946876,False,ns
CCDC43,-0.022887820572603523,10947.0,0.24794189965675928,0.39572697481554436,0.402604344946876,False,ns
ANP32B,-0.020650214291974223,10947.0,0.24794193986364732,0.39572697481554436,0.402604344946876,False,ns
GRIPAP1,-0.010423002342983878,10947.0,0.24794189965675928,0.39572697481554436,0.402604344946876,False,ns
SYS1,0.020236030017422024,12813.0,0.24794181924296577,0.39572697481554436,0.402604344946876,False,ns
YPEL3,0.03225762974884461,12813.0,0.24794181924296577,0.39572697481554436,0.402604344946876,False,ns
TMEM159,-0.055967528206121386,10947.0,0.24794189965675928,0.39572697481554436,0.402604344946876,False,ns
DOCK5,-0.06085236296709429,10947.0,0.2479419800705298,0.39572697481554436,0.402604344946876,False,ns
SREK1,0.030819517566550658,10947.0,0.24794193986364732,0.39572697481554436,0.402604344946876,False,ns
CCNK,-0.06447402994979612,10948.0,0.24844950635381524,0.39620375107163724,0.40208141708116274,False,ns
TRIM8,0.02207148897865885,12812.0,0.2484494661325457,0.39620375107163724,0.40208141708116274,False,ns
CCND3,-0.06926471442645443,10948.0,0.24844950635381524,0.39620375107163724,0.40208141708116274,False,ns
MLLT3,-0.025744205306601486,10948.0,0.24844950635381524,0.39620375107163724,0.40208141708116274,False,ns
CD207,0.1923249091773096,12812.0,0.24844950635381524,0.39620375107163724,0.40208141708116274,False,ns
LMO4,-0.07452561521429502,10948.0,0.24844942591127073,0.39620375107163724,0.40208141708116274,False,ns
PSMB4,-0.020006705576784967,10948.0,0.24844930524741116,0.39620375107163724,0.40208141708116274,False,ns
ILDR1,-0.04287887893224607,10948.0,0.2484494661325457,0.39620375107163724,0.40208141708116274,False,ns
CMYA5,-0.08393618939129599,10949.0,0.24895775889488558,0.39676417638051054,0.4014675469578957,False,ns
COL9A1,-0.03646140189335867,10949.0,0.24895771865933203,0.39676417638051054,0.4014675469578957,False,ns
HES2,0.1566191767967986,12811.0,0.24895775889488558,0.39676417638051054,0.4014675469578957,False,ns
OLFM2,0.06197273165026207,12811.0,0.24895771865933203,0.39676417638051054,0.4014675469578957,False,ns
KCTD8,0.3033577548205382,12811.0,0.24895771865933203,0.39676417638051054,0.4014675469578957,False,ns
MSRB2,0.03679732764713961,12811.0,0.24895771865933203,0.39676417638051054,0.4014675469578957,False,ns
EPYC,0.023105906674768306,10950.0,0.24946617445486108,0.39715837253342373,0.40103627761480864,False,ns
EPHB4,-0.07767543827667822,10950.0,0.24946665745218588,0.39715837253342373,0.40103627761480864,False,ns
MSTO1,0.055466622487591266,12810.0,0.24946661720244045,0.39715837253342373,0.40103627761480864,False,ns
EFTUD2,-0.01813972100715766,10950.0,0.24946665745218588,0.39715837253342373,0.40103627761480864,False,ns
MAP3K7,0.06801138632969383,12810.0,0.24946641595362662,0.39715837253342373,0.40103627761480864,False,ns
THAP6,0.08357497091872901,12810.0,0.24946665745218588,0.39715837253342373,0.40103627761480864,False,ns
TASP1,-0.02533503262879755,10950.0,0.24946669770192575,0.39715837253342373,0.40103627761480864,False,ns
TBC1D25,-0.05739020258251415,10950.0,0.24946673795165974,0.39715837253342373,0.40103627761480864,False,ns
CIB1,0.04191639569101291,12810.0,0.24946665745218588,0.39715837253342373,0.40103627761480864,False,ns
TEX264,0.01770253528295207,12810.0,0.24946657695268892,0.39715837253342373,0.40103627761480864,False,ns
OBFC2B,0.01518820898600648,12809.0,0.24997644378019368,0.39771956991754953,0.40042303889056224,False,ns
WDR4,0.07708704466145555,12809.0,0.24997644378019368,0.39771956991754953,0.40042303889056224,False,ns
HOXB2,0.037821396064114055,12809.0,0.249976363252565,0.39771956991754953,0.40042303889056224,False,ns
ILVBL,-0.04831216191211851,10951.0,0.24997644378019368,0.39771956991754953,0.40042303889056224,False,ns
CASQ2,0.05971122736514012,12809.0,0.24997640351638217,0.39771956991754953,0.40042303889056224,False,ns
MT1E,-0.11781684482894406,10951.0,0.24997644378019368,0.39771956991754953,0.40042303889056224,False,ns
AP4S1,0.03785677533300014,12808.0,0.25048687663467495,0.3983229402173021,0.39976468097984263,False,ns
LIX1,0.009966491922472454,10952.0,0.25048679607909907,0.3983229402173021,0.39976468097984263,False,ns
PIK3CA,0.03766555219505996,10952.0,0.25048687663467495,0.3983229402173021,0.39976468097984263,False,ns
RABAC1,-0.030070992422610132,10952.0,0.25048679607909907,0.3983229402173021,0.39976468097984263,False,ns
FAM26F,0.14786983064365877,12808.0,0.25048687663467495,0.3983229402173021,0.39976468097984263,False,ns
C7orf49,0.024075804935170808,12807.0,0.2509979158924388,0.3988015698272404,0.3992431408168357,False,ns
SREBF2,-0.035489280095744036,10953.0,0.25099799647576626,0.3988015698272404,0.3992431408168357,False,ns
ENPP3,0.12879556804462755,12807.0,0.25099799647576626,0.3988015698272404,0.3992431408168357,False,ns
ZNF596,-0.032910981030600084,10953.0,0.25099799647576626,0.3988015698272404,0.3992431408168357,False,ns
ASF1A,0.08622039942106241,12807.0,0.2509978756007665,0.3988015698272404,0.3992431408168357,False,ns
SLC27A4,0.027380327344312505,12807.0,0.25099799647576626,0.3988015698272404,0.3992431408168357,False,ns
MTRF1L,-0.04367228169463644,10953.0,0.25099799647576626,0.3988015698272404,0.3992431408168357,False,ns
SPACA3,0.08676460441728917,12807.0,0.2509980367674213,0.3988015698272404,0.3992431408168357,False,ns
TMEM59,-0.010467486499100787,10954.0,0.2515098035125942,0.3992805535275374,0.3987218410737402,False,ns
DDX26B,0.08341256039911649,12806.0,0.2515098841234533,0.3992805535275374,0.3987218410737402,False,ns
CASS4,-0.04203023076703705,10954.0,0.25150984381802666,0.3992805535275374,0.3987218410737402,False,ns
ENPP6,0.12539956597557556,12806.0,0.2515098841234533,0.3992805535275374,0.3987218410737402,False,ns
MAPK1IP1L,0.040023402504262506,12806.0,0.2515098841234533,0.3992805535275374,0.3987218410737402,False,ns
ASB7,-0.040135964486565534,10954.0,0.25150984381802666,0.3992805535275374,0.3987218410737402,False,ns
KRTAP4-12,0.07763618257619509,12806.0,0.2515099244288743,0.3992805535275374,0.3987218410737402,False,ns
EIF2AK4,0.1207711044527855,12806.0,0.25150984381802666,0.3992805535275374,0.3987218410737402,False,ns
HAO2,0.053902408409802316,12805.0,0.25202229795301545,0.3998016034221393,0.3981554684570443,False,ns
TSTD2,-0.09022426328124311,10955.0,0.25202245922942634,0.3998016034221393,0.3981554684570443,False,ns
PSG3,0.03095613241747186,10955.0,0.2520220560382255,0.3998016034221393,0.3981554684570443,False,ns
ZNF746,0.0211715286347971,12805.0,0.25202229795301545,0.3998016034221393,0.3981554684570443,False,ns
C14orf37,-0.0403840988211952,10955.0,0.2520224995485145,0.3998016034221393,0.3981554684570443,False,ns
AASDH,-0.024641671913445684,10955.0,0.25202245922942634,0.3998016034221393,0.3981554684570443,False,ns
TM7SF2,0.03504684563414262,12805.0,0.2520224995485145,0.3998016034221393,0.3981554684570443,False,ns
ZNF850,0.05344074058257764,12804.0,0.25253588333027055,0.4004486272802159,0.39745319074021823,False,ns
OR1L3,-0.03738428557312412,10956.0,0.25253572199967744,0.4004486272802159,0.39745319074021823,False,ns
MUC7,-0.034107301283929914,10956.0,0.25253588333027055,0.4004486272802159,0.39745319074021823,False,ns
SYT15,-0.08859498946464228,10956.0,0.25253588333027055,0.4004486272802159,0.39745319074021823,False,ns
ZFP2,-0.044005096406612765,10957.0,0.2530499147155969,0.40105426032394664,0.3967968658708326,False,ns
CREB3L4,-0.04830087272086381,10957.0,0.253049793677286,0.40105426032394664,0.3967968658708326,False,ns
LSM14B,-0.04867095194185289,10957.0,0.2530499147155969,0.40105426032394664,0.3967968658708326,False,ns
NAT6,-0.05199726104745839,10957.0,0.2530499147155969,0.40105426032394664,0.3967968658708326,False,ns
SLC7A9,-0.1050775474125194,10957.0,0.2530498743694991,0.40105426032394664,0.3967968658708326,False,ns
RAB9BP1,0.017116957773598784,12802.0,0.25356459386696284,0.4016186337151705,0.3961861456341015,False,ns
OSCAR,0.05295528342392153,12802.0,0.25356475530475586,0.4016186337151705,0.3961861456341015,False,ns
CHAD,0.039923067319364236,12802.0,0.25356475530475586,0.4016186337151705,0.3961861456341015,False,ns
DHX35,-0.042292135809711695,10958.0,0.25356467458587095,0.4016186337151705,0.3961861456341015,False,ns
